,thscode,ths_fund_scale_fund
220,002315.OF,196102271.2600001
221,002316.OF,107157803.22
222,002332.OF,949584257.25
223,002333.OF,102641946.03
224,002334.OF,85218816.67000002
225,002335.OF,9014677.39
226,002385.OF,277198707.58
227,002387.OF,1988140943.92
228,002510.OF,50767065.51000001
229,002556.OF,2883415.38
230,002595.OF,45346302.15
231,002621.OF,72062807.88999999
232,002656.OF,580032312.6499999
233,002670.OF,79751656.49999999
234,002671.OF,19396018.59
235,002697.OF,22698335.15
236,002871.OF,8170002.81
237,002872.OF,7810008.819999998
238,002900.OF,87616426.29000002
239,002903.OF,1523514652.54
240,002906.OF,246537768.39
241,002907.OF,156829829.99
242,002952.OF,31360019.96
243,002974.OF,86971436.92999999
244,002977.OF,7442805.09
245,002978.OF,56513596.07000001
246,002979.OF,93018034.97999999
247,002980.OF,198410312.98
248,002982.OF,23936613.01
249,002984.OF,109952057.57
250,002987.OF,657375383.11
251,003015.OF,18418213.93
252,003016.OF,25040009.91
253,003017.OF,94935954.72
254,003053.OF,202846430.09
255,003054.OF,50424918.97
256,003145.OF,61870171.52999999
257,003190.OF,1034182.15
258,003191.OF,193562.37
259,003194.OF,683417259.12
260,003230.OF,2495842.96
261,003231.OF,1820303.22
262,003232.OF,3921337.520000001
263,003233.OF,2400141.16
264,003298.OF,73573371.03
265,003299.OF,19106432.43
266,003318.OF,812547377.0099999
267,003359.OF,7146596.830000001
268,003366.OF,32072575.97
269,003416.OF,17570676.04
270,003475.OF,46960741.44
271,003548.OF,1351727.84
272,003578.OF,5681686.329999999
273,003579.OF,2037479.69
274,003624.OF,87456791.0
275,003625.OF,66103169.53
276,003634.OF,138364988.9
277,003646.OF,20116169.03
278,003647.OF,23730901.58
279,003853.OF,19509730.43
280,003865.OF,10834423.79
281,003876.OF,145262869.8
282,003884.OF,11635771.82
283,003885.OF,512546.7599999999
284,003956.OF,90034960.74
285,003957.OF,450370.37
286,003958.OF,74974767.72
287,003984.OF,243127039.23
288,003985.OF,19530174.76
289,003986.OF,220694861.15
290,004069.OF,131687931.66
291,004070.OF,215293685.4800001
292,004075.OF,472099696.08
293,004189.OF,17961659.85
294,004190.OF,71347403.94
295,004191.OF,40081712.37000001
296,004194.OF,10464066.26
297,004195.OF,20554294.51
298,004241.OF,58558939.77
299,004342.OF,16140436.9
300,004343.OF,102718321.08
301,004344.OF,2596955.790000001
302,004345.OF,7524284.54
303,004346.OF,20124974.35
304,004347.OF,7852254.06
305,004348.OF,1281926310.74
306,004408.OF,279654.56
307,004409.OF,373780.76
308,004410.OF,4343664.100000001
309,020011.OF,2037705789.61
310,020021.OF,1540971250.78
311,040002.OF,1751877523.8
312,040180.OF,274686031.52
313,040190.OF,71386422.56
314,050002.OF,5408102991.400001
315,050013.OF,163230153.42
316,050021.OF,33816658.85
317,050024.OF,49935762.73
318,070023.OF,582936864.59
319,070030.OF,108130907.93
320,090010.OF,281529546.68
321,090012.OF,88881921.48
322,100032.OF,3142840653.33
323,100038.OF,5883102662.279999
324,100053.OF,110807904.76
325,110003.OF,10776417438.01
326,110019.OF,1127256995.06
327,110020.OF,4858364047.550001
328,110021.OF,204850766.37
329,110022.OF,13670719083.93
330,110026.OF,2790143114.21
331,110030.OF,985890905.3099998
332,159901.OF,3357668127.520001
333,159902.OF,1981267543.7
334,159903.OF,349175924.7000001
335,159905.OF,656224855.3999999
336,159906.OF,87725453.12999998
337,159907.OF,171818307.45
338,159908.OF,39196378.11999999
339,159909.OF,49812819.2
340,159910.OF,596019686.9300002
341,159912.OF,72663158.93
342,159913.OF,55737951.40000002
343,159915.OF,18588826810.51001
344,159916.OF,298131459.96
345,159918.OF,107678466.53
346,159919.OF,18743619783.58
347,159922.OF,1271236532.11
348,159923.OF,33195106.17999999
349,159925.OF,1150075358.48
350,159928.OF,1525878955.169999
351,159929.OF,123070831.57
352,159930.OF,14580796.6
353,159931.OF,23515927.51
354,159932.OF,23324186.67
355,159933.OF,318022744.5300001
356,159935.OF,226413703.62
357,159936.OF,225594807.18
358,159938.OF,1695506337.74
359,159939.OF,344921378.21
360,159940.OF,321637713.36
361,159943.OF,207841456.23
362,159944.OF,18059128.28
363,159945.OF,28798933.22
364,159948.OF,715418513.04
365,159949.OF,9172244200.260002
366,160119.OF,5265462302.51
367,160133.OF,716660869.1099998
368,160135.OF,180298723.51
369,160137.OF,144288200.06
370,160218.OF,438831242.71
371,160219.OF,1902754557.08
372,160221.OF,847330049.6899998
373,160222.OF,1502664421.39
374,160223.OF,113917671.93
375,160225.OF,338395877.4799999
376,160322.OF,265634076.4300001
377,160516.OF,151786173.51
378,160517.OF,159099925.92
379,160615.OF,314665130.02
380,160616.OF,246116043.43
381,160620.OF,174593210.71
382,160625.OF,1000393604.71
383,160626.OF,274078542.22
384,160628.OF,300530582.62
385,160629.OF,283104834.05
386,160630.OF,5679149614.709999
387,160631.OF,4437948509.1
388,160632.OF,385905696.8799999
389,160633.OF,420476574.58
390,160634.OF,79084622.65000002
391,160635.OF,48801310.91
392,160636.OF,97439198.13999997
393,160637.OF,245175346.65
394,160638.OF,385183345.21
395,160639.OF,111422958.4
396,160706.OF,16877219141.12
397,160716.OF,1983770233.67
398,160806.OF,108422396.63
399,160807.OF,40872962.77
400,160814.OF,160244289.99
401,160919.OF,163511332.9
402,161017.OF,2886017007.45
403,161022.OF,5738889420.400001
404,161024.OF,6531269580.81
405,161025.OF,767361741.8
406,161026.OF,6396196550.529999
407,161027.OF,1693518646.58
408,161028.OF,1651726654.69
409,161029.OF,572405254.74
410,161030.OF,107247669.96
411,161031.OF,1065158519.94
412,161032.OF,403790723.3399999
413,161033.OF,52931808.35
414,161035.OF,118367406.68
415,161036.OF,39982402.84
416,161121.OF,245671826.94
417,161122.OF,162881717.81
418,161123.OF,676406430.0100001
419,161211.OF,427196902.34
420,161217.OF,114913756.35
421,161227.OF,292030982.78
422,161604.OF,3770078934.09
423,161607.OF,622297301.8000001
424,161612.OF,103232082.93
425,161613.OF,563676710.02
426,161718.OF,15059687.95
427,161720.OF,4403444031.43
428,161721.OF,123505129.35
429,161723.OF,324000505.54
430,161724.OF,502224563.51
431,161725.OF,6143513723.659999
432,161726.OF,310846156.91
433,161811.OF,110131937.06
434,161812.OF,5189601599.100001
435,161907.OF,39492823.41
436,162107.OF,11236155.9
437,162208.OF,278530307.84
438,162213.OF,171664094.93
439,162216.OF,168543257.48
440,162307.OF,77497824.23999998
441,162413.OF,40186333.58000001
442,162509.OF,143124222.48
443,162510.OF,8062858.890000001
444,162711.OF,1083454579.43
445,162714.OF,67690190.28
446,162907.OF,38119756.42999999
447,163109.OF,2115100659.85
448,163110.OF,1748253230.81
449,163113.OF,2679725665.69
450,163114.OF,346653750.12
451,163115.OF,1024879139.73
452,163118.OF,384770134.43
453,163209.OF,11957723.92
454,163407.OF,2024761699.63
455,163808.OF,298408175.06
456,163821.OF,30221963.83
457,164205.OF,43860808.54
458,164304.OF,67115083.97999999
459,164401.OF,255274322.8300001
460,164402.OF,828208009.6
461,164508.OF,52367608.84999999
462,164809.OF,158006790.63
463,164811.OF,22027901.67
464,164908.OF,81310896.76
465,165309.OF,492895244.8900001
466,165310.OF,100357646.05
467,165312.OF,1238002723.34
468,165511.OF,143631528.33
469,165515.OF,294569061.74
470,165519.OF,143158665.83
471,165520.OF,139481134.07
472,165521.OF,753884209.3299999
473,165522.OF,104908952.73
474,165523.OF,104194677.15
475,165524.OF,35939205.79000001
476,165525.OF,93555160.36000003
477,165806.OF,5199333.11
478,166802.OF,55240819.44
479,167301.OF,541511182.44
480,167503.OF,154711309.15
481,167702.OF,12386572.94
482,167703.OF,71221508.28
483,168203.OF,116436769.41
484,168204.OF,478452208.9599999
485,180003.OF,1849825013.82
486,200002.OF,719285514.9699999
487,202015.OF,992502073.2999998
488,202017.OF,223603135.6
489,202021.OF,559872510.19
490,202025.OF,152941655.76
491,202211.OF,145509938.07
492,206012.OF,40466450.87000001
493,213010.OF,204183831.02
494,217016.OF,59738963.89
495,217017.OF,103643145.85
496,217019.OF,47510187.99000001
497,217027.OF,379503343.17
498,233010.OF,37156340.26
499,240014.OF,579963985.25
500,240016.OF,125736530.36
501,257060.OF,78789890.78
502,270010.OF,1717861050.35
503,270026.OF,160380832.2
504,290010.OF,40154073.19
505,310318.OF,398332248.1800001
506,310398.OF,2015991711.489999
507,320010.OF,173623933.03
508,320014.OF,36254401.47
509,320020.OF,133802637.52
510,320022.OF,400517106.58
511,340006.OF,1113865987.67
512,360001.OF,1896199242.65
513,370023.OF,29001805.67
514,376510.OF,236294210.3700001
515,399001.OF,146271931.6
516,399011.OF,1087263024.95
517,410008.OF,87740979.95000002
518,410010.OF,8553088.469999999
519,450008.OF,126767100.08
520,450009.OF,2138632548.329999
521,460220.OF,49562736.36
522,460300.OF,505028298.8899999
523,470007.OF,1337394446.88
524,470068.OF,57955442.20000001
525,481009.OF,3627583853.52
526,481012.OF,524254593.0400001
527,501005.OF,266686408.88
528,501006.OF,70267319.59
529,501007.OF,30565747.93
530,501008.OF,21073395.43
531,501009.OF,67547767.97000001
532,501010.OF,101784430.02
533,501011.OF,29687661.0
534,501012.OF,14530656.72
535,501019.OF,165267047.89
536,501025.OF,192996559.19
537,501029.OF,1998121851.31
538,501030.OF,46260971.05
539,501031.OF,28769313.83
540,501050.OF,916151777.9600002
541,502000.OF,158506026.32
542,502003.OF,278896301.3299999
543,502006.OF,250225299.46
544,502010.OF,675213348.59
545,502013.OF,696453139.92
546,502020.OF,37165158.47
547,502023.OF,193315586.93
548,502048.OF,583913045.61
549,502053.OF,91027392.28999999
550,502056.OF,143466473.72
551,510010.OF,351329986.85
552,510020.OF,182366511.7799999
553,510030.OF,138595066.3
554,510050.OF,45790115925.17999
555,510060.OF,163743757.86
556,510090.OF,88654462.75000001
557,510110.OF,29794744.26
558,510120.OF,20095758.75
559,510130.OF,234548184.18
560,510150.OF,113095477.13
561,510160.OF,569255546.49
562,510170.OF,90874263.1
563,510180.OF,15924766475.66001
564,510190.OF,80521483.41
565,510210.OF,118052306.86
566,510220.OF,60228667.48000001
567,510230.OF,5373081431.14
568,510270.OF,14737576.73
569,510290.OF,169140494.74
570,510300.OF,33299963612.95001
571,510310.OF,4954883814.9
572,510330.OF,22810774752.45
573,510360.OF,2210506905.01
574,510410.OF,83862287.49999999
575,510440.OF,27832347.06
576,510500.OF,33467648130.29001
577,510510.OF,3301665891.739999
578,510560.OF,164462919.65
579,510580.OF,9651197.88
580,510630.OF,159513980.37
581,510650.OF,30675791.08999999
582,510660.OF,71910575.51
583,510680.OF,4863058.25
584,510710.OF,580270503.79
585,510810.OF,8058820153.709999
586,510880.OF,2355082115.17
587,512000.OF,985260831.29
588,512010.OF,474641308.75
589,512070.OF,1111524758.74
590,512100.OF,120864973.59
591,512120.OF,84093279.68
592,512220.OF,239095496.48
593,512330.OF,110808908.73
594,512500.OF,2206498213.42
595,512510.OF,342221561.8
596,512580.OF,1440995758.87
597,512600.OF,6245212.62
598,512610.OF,11715063.65
599,512640.OF,46109334.35
600,512660.OF,602365989.3400002
601,512680.OF,225747753.58
602,512810.OF,49402586.49
603,512880.OF,2584751645.22
604,512900.OF,442421592.6899999
605,512990.OF,537831517.1999999
606,513660.OF,831135218.25
607,519027.OF,17734750.44
608,519032.OF,14097393.49
609,519034.OF,17560889.84
610,519100.OF,327912173.88
611,519116.OF,110753615.39
612,519117.OF,42795146.23
613,519180.OF,1230672807.08
614,519193.OF,235919124.62
615,519300.OF,1598586681.03
616,519606.OF,878276124.04
617,519671.OF,487802313.4399999
618,519673.OF,392775796.03
619,519677.OF,430463073.7000001
620,519686.OF,356439780.3299999
621,519706.OF,56624043.42999999
622,519714.OF,619757203.52
623,519935.OF,30272163.27
624,519965.OF,78678264.21
625,519975.OF,671803202.3500001
626,530010.OF,93275428.62
627,530015.OF,279469169.8900001
628,530018.OF,76795149.96999998
629,540006.OF,2407923694.19
630,540007.OF,54172714.03999999
631,540008.OF,200837614.63
632,540009.OF,392559165.2300001
633,540010.OF,411175902.3200001
634,540012.OF,229457276.4
635,580008.OF,110993282.73
636,585001.OF,70406924.74
637,590007.OF,32322337.55
638,660008.OF,695234067.76
639,660011.OF,74907676.39
640,673090.OF,81860273.67999998
641,673100.OF,17211470.66
642,690008.OF,87682018.83000001
643,700002.OF,55528657.28
644,740101.OF,46861652.71
645,960000.OF,179712279.65
646,960022.OF,0.0
